"Id","Date","Time","Question","Details","Answer","Notes","Entered By","Format","Research","Borrow Return","Technology","Administrative","Other","Ticket #"
"o35517684","2021-05-25","10:15","","","","","E.F. Moore","Telephone","","","","","Nuissance Call",""
"o35518461","2021-05-25","11:07","","","","","E.F. Moore","Telephone","","","","","Nuissance Call",""
"o35518524","2021-05-25","11:13","","","","","E.F. Moore","In Person","","","Printers","","",""
"o35518542","2021-05-25","11:14","","","","","E.F. Moore","Telephone","","","","","Hang up / No answer",""
"o35518762","2021-05-25","11:32","","","","","E.F. Moore","Telephone","","","","","Nuissance Call",""
"o35522176","2021-05-25","14:43","I am a graduate student, and I need to create an account on the Sci finder database to look up journal articles Can you help me create an account?","","Chelia Thompson: I am a graduate student, and I need to create an account on the Sci finder database to look up journal articles Can you help me create an account?<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Chelia Thompson: Thank you<br />
Evelyn Blount: You can create an account by accessing the database with your username and password. Once you have access the database,  please click on create an account and follow the procedures given to create the account for SciFinder Scholar.<br />
Chelia Thompson: Thank you so much for your help!","","Evelyn Blount","LibChat","Search Database","","","","",""
"o35523303","2021-05-25","15:48","How can I find information about the Centennial Quilt?","","Bluford Library A&T Centennial Quilt - http://www.library.ncat.edu/resources/archives/quilt.html. A huge downside to this page is that the image of the quilt is so small. More resources about the quilters and topics of the quilt are in archives.","","James Stewart","E-Mail","Archives/Yearbook","","","","",""
"o35523514","2021-05-25","16:01","I am looking for north carolina agricultural research technical bulletin 266","","Kalyn Gutormson: I am looking for north carolina agricultural research technical bulletin 266<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Do you know the year of the bulletin?<br />
Here is a link to the Digitized Campus Bulletins & Catalogs (1895-2008). I am not sure if your bulletin is included because we need to know the year.<br />
Evelyn Blount: Is there anything else I can assist you with?<br />
Kalyn Gutormson: 1980<br />
Evelyn Blount: 1980 is included in the link I sent to you.<br />
Evelyn Blount: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Evelyn Blount","LibChat","Archives/Yearbook","","","","",""
"o35527268","2021-05-26","09:27","spam call","","","","David Rachlin","Telephone","","","","","SPAM",""
"o35528351","2021-05-26","10:57","dead air call","","","","David Rachlin","Telephone","","","","","Hang up / No answer",""
"o35529036","2021-05-26","11:47","caller wanted to get information on a faculty member from the 60s","","told him where to find our online yearbooks, and gave contact information for James Stewart for further details.","","David Rachlin","Telephone","Archives/Yearbook","","","","",""
"o35530069","2021-05-26","12:30","same caller as before","","","","David Rachlin","Telephone","Archives/Yearbook","","","","",""
"o35530071","2021-05-26","12:54","dead air","","","","David Rachlin","Telephone","","","","","Hang up / No answer",""
"o35530118","2021-05-26","12:59","reserve book","","","","David Rachlin","In Person","","Reserves Book","","","",""
"o35530510","2021-05-26","13:25","How can I access materials about the quilt online.","","I wanted to point out some online resources that aren't always easy to spot from our home page. <br />
<br />
In addition to the digital collections page, where you can access back issues of the A&T Registers, the campus bulletins and catalogs, and Ayantee yearbooks, we have an Archives and Special Collections LibGuide. This LibGuide was designed to assist remote users with multiple online resources for researching A&T History. Many of the databases may have more stories about the quilt, A&T's centennials and the quilters.<br />
<br />
University Relations keeps an online archive of back issues of A&T Publications. They only go back to about 2002, but could include information on some of the quilters. For example, the Mattye Reed teh most prominent of the quilters passed away in 2003. You can search these publications, and the entire ncat.edu by using the search bar at the top.","","James Stewart","E-Mail","Archives/Yearbook","","","","",""
"o35532131","2021-05-26","15:06","is the library open","","Michael Pippen: is the library open<br />
Evelyn Blount: yes<br />
Michael Pippen: what I seek maybe in archives. is it also open.<br />
Evelyn Blount: It is open until 6:00 pm today. Also, you will need to use your ID to get in the building.<br />
Michael Pippen: Done.<br />
Thank You","","Evelyn Blount","LibChat","","","","Hours of Operation","",""
"o35532202","2021-05-26","15:10","Spam call","","","","Anna White","Telephone","","","","","SPAM",""
"o35532218","2021-05-26","15:11","Spam call","","","","Anna White","Telephone","","","","","SPAM",""
"o35532354","2021-05-26","15:20","How do i find scholarly articlies","","Angel Baptist: How do i find scholarly articlies<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Angel Baptist: i am looking for articles about himelessness and men<br />
Evelyn Blount: What is your topic?<br />
Angel Baptist: people who are experiencing homeless<br />
Evelyn Blount: Please give me a few minutes to see what I can locate.<br />
Evelyn Blount: Please go to the library's website and type in homelessness using the Quick Search block. Here are a few examples by using this URL: https://ncat.on.worldcat.org/search?queryString=homelessness. Also, you can use these two databases:Academic Search Complete and  ProQuest Central. If you are off campus, you will need to use your username and password to access both databases.<br />
Evelyn Blount: Is there anything else I can assist you with?<br />
Evelyn Blount: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Evelyn Blount","LibChat","Find Article","","","","",""
"o35532562","2021-05-26","15:36","Wanted to speak to Vicki Coleman","","Transferred patron to Admin","","Anna White","Telephone","","","","","Need Other Department",""
"o35532978","2021-05-26","16:03","what time do you close today?","","6:00 p.m. tonight","","Anna White","Telephone","","","","Hours of Operation","",""
"o35533062","2021-05-26","16:09","Information about how the joint doctoral program of mechanical engineering program started at A&amp;T and NC State","","Referral to campus bulletins. Requires further research","","James Stewart","In Person","Archives/Yearbook","","","","",""
"o35533434","2021-05-26","16:30","spam call","","","","Anna White","Telephone","","","","","SPAM",""
"o35536210","2021-05-27","08:42","","","","","E.F. Moore","Telephone","","","","Hours of Operation","",""
"o35536212","2021-05-27","08:43","","","","","E.F. Moore","Telephone","","","","Building Access","",""
"o35536216","2021-05-27","08:43","","","","","E.F. Moore","In Person","","Borrow Book","","","",""
"o35536373","2021-05-27","09:11","","","","","E.F. Moore","In Person","","","Printers","","",""
"o35536605","2021-05-27","09:39","","","","","E.F. Moore","In Person","","","","Hours of Operation","",""
"o35537145","2021-05-27","10:29","Does the archives have a 1982 Sports Hall of Fame program","","Yes, In our ""Sports Hall of Fame"" Collections boxes.","","James Stewart","Telephone","Archives/Yearbook","","","","",""
"o35537796","2021-05-27","11:19","","","","","E.F. Moore","Telephone","","","","","Need Other Department",""
"o35538222","2021-05-27","11:47","","","","","E.F. Moore","Telephone","","","","","Hang up / No answer",""
"o35547980","2021-05-28","13:23","DHL - Pending delivery","","<p>Closed ticket.</p><p>[Status changed to <em>Closed</em>.]</p>","","Evelyn Blount","LibAnswers System","","","","","SPAM","7472912"
"o35552818","2021-05-29","15:15","Are the water fountains working","","Not at the moment, not available because of social distancing safety measures","","Carlos Grooms","In Person","","","","","Other Information",""
"o35552820","2021-05-29","15:16","What time are you open tomorrow","","1 pm","","Carlos Grooms","In Person","","","","Hours of Operation","",""
"o35552914","2021-05-29","15:51","How do I log into the library website?","","I can walk you through the OneID log for Bluford Library website","","Carlos Grooms","Telephone","","","Computer Logon/off","","",""
"o35556796","2021-06-01","09:43","Do you have a  Mrs Toni Bradsher employed at the University","","Darlene Yancey: Do you have a  Mrs Toni Bradsher employed at the University<br />
David Rachlin: Hello.  Let me check on that for you.<br />
For employment information, you can contact our Human Resources division at 336-334-7862.<br />
Darlene Yancey: Thank You","","David Rachlin","LibChat","","","","","SPAM",""
"o35557389","2021-06-01","10:20","","","","","E.F. Moore","Telephone","","Borrow Laptop","","","",""
"o35557568","2021-06-01","10:30","I need some help trying to access peer reviewed articles for an assignment. This is my first time accessing ncat library system","","ayana: I need some help trying to access peer reviewed articles for an assignment. This is my first time accessing ncat library system<br />
David Rachlin: Hello Ayana.  What kind of articles are you lookingfor?<br />
ayana: one on activiating knowledge or activating interest in content area<br />
it has to be peer reviewed<br />
David Rachlin: I would recommend searching the database ERIC.  That's the department of education database, and it's filled with articles about teaching.<br />
There are checkboxes you can mark off before you search to limit the results to only peer reviewed articles.<br />
ayana: thank you<br />
David Rachlin: http://www.library.ncat.edu/db/E29<br />
That will take you there.<br />
ayana: thank you again<br />
David Rachlin: You're welcome!@","","David Rachlin","LibChat","Find Article","","","","",""
"o35557672","2021-06-01","10:36","","","","","E.F. Moore","In Person","","","","Computer Use Policy","",""
"o35558049","2021-06-01","10:58","","","","","E.F. Moore","Telephone","","","","","Call for Specific Librarian",""
"o35558111","2021-06-01","11:01","Hello, I am a Mechanical Engineering Graduate Student. I would like to be connected to the NCAT Remote log where by I can have access to the Engineeri","","Ryan Moxon: Hello, I am a Mechanical Engineering Graduate Student. I would like to be connected to the NCAT Remote log where by I can have access to the Engineering Research Publications that are available at the Library on campus. Can you find out how can i hhave access to the Library Publications in the research Engineering Publications/<br />
Thanks<br />
Ryan<br />
David Rachlin: Hello Ryan.<br />
All you need to do is choose one of the engineering databases, and log in using your regular blackboard credentials.<br />
Ryan Moxon: Engineering Data base? I am not sure what that is. How do I access the data base?<br />
David Rachlin: We have over 500 scholarly databases filled with journal articles.<br />
http://www.library.ncat.edu/<br />
There is a listing of them on our home page.<br />
You can also start with our Mechanical Engineering Research guide. https://libguides.library.ncat.edu/MEEN<br />
Ryan Moxon: Ok Thanks I will try the Link you sent me.","","David Rachlin","LibChat","Choose Database","","","","",""
"o35558515","2021-06-01","11:23","Are you interested in receiving a collection of electrical engineering textbooks from the 1960's?","","Marshall Weatherman: Are you interested in receiving a collection of electrical engineering textbooks from the 1960's?<br />
David Rachlin: Hello Marshall.  It would be best for you to contact the Library Administrative Offices about this.  I can't speak for the collections team.<br />
Marshall Weatherman: ok, thanks.<br />
David Rachlin: Main Phone: 336.285.4185","","David Rachlin","LibChat","","","","","Buy Book/Add to Collection",""
"o35559622","2021-06-01","12:24","","","","","E.F. Moore","Telephone","","","","Building Access","",""
"o35560821","2021-06-01","13:29","Is the IT department currently open?","","Tamara: Is the IT department currently open?<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Yes, the library is open until 6:00 pm today.<br />
Tamara: Okay thank you.","","Evelyn Blount","LibChat","","","","Hours of Operation","",""
"o35562042","2021-06-01","14:31","DHL - Pending delivery","","Closed ticket.","","Evelyn Blount","LibAnswers System","","","","","SPAM","7472912"
"o35569038","2021-06-02","09:58","The front doors are locked. It is 9:54 am. Will someone please come let us in.","","K McNeil: The front doors are locked. It is 9:54 am. Will someone please come let us in.<br />
Carlos Grooms: You have to use your aggieone card to get in<br />
One moment please, I will be right with you.","","Carlos Grooms","LibChat","","","","Hours of Operation","",""
"o35569049","2021-06-02","10:00","Clarence Page re: yearbooks","","Mr. Page is an alumnus who is looking for information about the name of a man in the yearbook.  I advised him I would search the yearbooks and get back to him via e-mail.","","David Rachlin","Telephone","Archives/Yearbook","","","","",""
"o35569743","2021-06-02","10:42","student called for endnote","","I told her about RefWorks.","","David Rachlin","Telephone","","","EndNote","","",""
"o35570119","2021-06-02","11:02","Hello, I need full-text of this paper - https://www.pnas.org/content/118/18/e2018181118. Please assist if possible. Thank you","","Hassan: Hello, <br />
<br />
I need full-text of this paper - https://www.pnas.org/content/118/18/e2018181118. <br />
<br />
Please assist if possible. <br />
<br />
Thank you<br />
Carlos Grooms: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
One moment please, I will be right with you.<br />
Give me a moment to search for your article, thank you <br />
Hassan: Sure, please take your time.<br />
Carlos Grooms: One moment please, I will be right with you.<br />
We do not have access to this article. An interlibrary loan from another institution is an option. <br />
Hassan: I just found the full-text. Thank you.","","Carlos Grooms","LibChat","Find Article","","","","",""
"o35570426","2021-06-02","11:22","SPAM","","","","David Rachlin","Telephone","","","","","SPAM",""
"o35573252","2021-06-02","13:33","SPAM call","","","","Anna White","Telephone","","","","","SPAM",""
"o35575393","2021-06-02","15:03","Outgoing SWIFT COPY","","Closed ticket.[Status changed to Closed.]","","Evelyn Blount","LibAnswers System","","","","","SPAM","7496184"
"o35575403","2021-06-02","15:03","Caller pocket dialed the desk and did not respond.","","","","Anna White","Telephone","","","","","Wrong Number",""
"o35575416","2021-06-02","15:04","Patron pocket dialed the desk again.","","","","Anna White","Telephone","","","","","Wrong Number",""
"o35577056","2021-06-02","16:31","spam call","","","","Anna White","Telephone","","","","","SPAM",""
"o35577062","2021-06-02","16:31","Do you have any tape I can use?","","","","Anna White","In Person","","","","Office Supplies","",""
"o35577070","2021-06-02","16:31","How can I apply to work at the library","","","","Anna White","In Person","","","","","Other Information",""
"o35577074","2021-06-02","16:32","When does the library close tonight?","","","","Anna White","In Person","","","","Hours of Operation","",""
"o35577969","2021-06-02","17:27","SPAM call","","","","Anna White","Telephone","","","","","SPAM",""
"o35578043","2021-06-02","17:30","Can you please let me into the building?","","","","Anna White","Telephone","","","","Building Access","",""
"o35581018","2021-06-03","09:59","Couldn't access links on your site","","Hello Nala,What are the links that aren't working?","","David Rachlin","LibAnswers System","","","","","SPAM","7500026"
"o35582129","2021-06-03","11:19","","","","","E.F. Moore","In Person","","","","Office Supplies","",""
"o35582158","2021-06-03","11:20","","","","","E.F. Moore","In Person","","","Scanner","","",""
"o35585498","2021-06-03","14:35","how do i pull up black board","","Donica: how do i pull up black board<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Donica: also where do I go to get a tutor for math? i sent a request via email but that have yet to get back with me<br />
Evelyn Blount: Please give me a few minutes to locate information for you.<br />
Here is the link for Blackboard Login and for Tutorial Services.<br />
Is there anything else I can assist you with?<br />
Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Evelyn Blount","LibChat","","","Blackboard","","",""
"o35585512","2021-06-03","14:35","How do i get to black board","","Donica: How do i get to black board<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.","","Evelyn Blount","LibChat","","","Blackboard","","",""
"o35586889","2021-06-03","16:03","FW: Liaison Request","","<p>Good afternoon Juwan,</p>

<p>Here are two great databases to use for your topic “the black lives matter slogan is not racist”:<span class=""summary""><a class=""contenttype-link state-published url"" href=""http://www.library.ncat.edu/db/O5"">Opposing Viewpoints in Context</a> and <span class=""summary""><a class=""contenttype-link state-published url"" href=""http://www.library.ncat.edu/db/P6"">Points of View Reference Center.</a>  Both of these databases will give you scholarly articles by clicking on academic journals. If you still have problems locating information after using both databases, please setup and individual library consultation with a librarian by clicking on this link:<a class=""external-link"" href=""https://ncat.libwizard.com/f/InstructionRequest"" target=""_blank"" title=""Library Instruction Request Form"" rel=""noreferrer noopener"">Online form to schedule a class.  </a>Although the link says schedule a class, you can still setup an individual library session. I hope this information is helpful.</span></span></p>

<p>Evelyn Blount/F.D. Bluford Library</p>

<p> </p>

<p> </p>","","Evelyn Blount","LibAnswers System","Choose Database","","","","","7503662"
"o35588164","2021-06-03","17:28","Can I check out a laptop?","","Yes, with access services","","Carlos Grooms","Telephone","","Borrow Laptop","","","",""
"o35588173","2021-06-03","17:29","I'm looking for a book to check out","","I can help you find it, and you can check out with access services.","","Carlos Grooms","Telephone","Find Book","","","","",""
"o35591523","2021-06-04","11:03","Good morning.","","Shirley: Good morning.<br />
E.F. Moore: Hello and thank you for using Bluford Library Ask-a-Librarian service, how may I assist you?<br />
Shirley: Good morning.  How can I zoom in on the Centennial Quilt patches?  I need to select one to write about.<br />
E.F. Moore: Let me check into that.<br />
Shirley: THank you.<br />
Fyi, zooming in distorts the picture.<br />
E.F. Moore: Here is the link for the library archives: http://www.library.ncat.edu/resources/archives/.  Look on the right side for links to different displays..  One of  them is the centennial  quilt<br />
If you are in town, you can always go to the second floor in person.<br />
Thank you for using NCAT Ask A Librarian. Please come back anytime you need library assistance.","","E.F. Moore","LibChat","Archives/Yearbook","","","","",""
"o35593968","2021-06-04","13:46","Good morning.","","<p>Good Afternoon Shirley,</p>

<p>Yes, the link on the website that Ms. Moore sent to you previously is the only thing that is available for the <span class=""message"">Centennial Quilt until you are able to come to the library in person. Also, you can contact the Archives &amp; Special Collections Department via email to see if there are other options for you. Here is their email address: libraryarchives@ncat.edu or call them at 336.285.4176. I hope this information is helpful.</span></p>

<p>Evelyn Blount/F.D. Bluford Library</p>

<p> </p>

<p> </p>","","Evelyn Blount","LibAnswers System","Archives/Yearbook","","","","","7507921"
"o35594214","2021-06-04","14:02","Good morning.","","<p>[Status changed to <em>Closed</em>.]</p>","","Evelyn Blount","LibAnswers System","Archives/Yearbook","","","","","7507921"
"o35594933","2021-06-04","14:47","How many books can I check out","","Grad students can check out 20 books","","Carlos Grooms","In Person","Find Book","","","","",""
"o35596120","2021-06-04","16:02","Good morning. <br /><ol class=""list-unstyled"" style=""list-style-type:none;""><li class=""s-lch-message opMessage"">            <span class=""time"">10:58:1","","","","Evelyn Blount","LibAnswers System","Archives/Yearbook","","","","",""
"o35596961","2021-06-04","16:57","Are you open","","Yes","","Carlos Grooms","In Person","","","","Hours of Operation","",""
"o35602320","2021-06-06","15:57","need help with finding opposing view points of integration","","kenneth Mclean: need help with finding opposing view points of integration<br />
Anna White: Hey Kenneth, give me a moment and I'll look that up for you<br />
https://go.gale.com/ps/basicSearch.do?inputFieldNames%5B0%5D=OQE&inputFieldValues%5B0%5D=integration&nwf=y&searchType=BasicSearchForm&userGroupName=gree51560&prodId=OVIC&spellCheck=true&method=doSearch&dblist=&stw.option=&ebook=&_singleLimiterFieldValues%5BAC%5D=on&_singleLimiterFieldValues%5BRE%5D=on<br />
Is there anything else I can assist you with?<br />
kenneth Mclean: having a hard time signing in<br />
Anna White: Your login information is the first part of your email address and your password is the one you use for Blackboard.<br />
kenneth Mclean: still having trouble<br />
Anna White: If you can't login, you should contact Client Technology Services at (336) 334-7195 or helpdesk@ncat.edu.  They are currently closed but will be open tomorrow morning at 8:00 a.m.<br />
Additional information on Client Technology Services can be found here: https://hub.ncat.edu/administration/its/client-technology-services.php<br />
Is there anything else I can assist you with?<br />
Anna White: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Anna White","LibChat","Search Database","","Database Access Issue","","",""
"o35607634","2021-06-07","12:33","Wants a onecard made.","","Referred to OneCard office at Student Center","","Anna White","Telephone","","","","","Other Information",""
"o35607692","2021-06-07","12:36","need help with finding information on my topic Was integration between African  Americans and whites good","","<p>Hi Kenneth,</p>

<p>I recommend using our Opposing Viewpoints database for this question.  You can learn more here: <u class=""url js-bookmark-url"" id=""js_bk_url"" style=""margin:0px;padding:0px;border:0px;font-size:small;font-family:'Open Sans', sans-serif;vertical-align:baseline;color:rgb(0,0,0);"">http://ncat.idm.oclc.org/login?url=https://go.gale.com/ps/i.do?qt=OQE~integration&amp;sw=w&amp;ty=bs&amp;it=search&amp;sid=bookmark-OVIC&amp;p=OVIC&amp;u=gree51560&amp;v=2.1&amp;asid=4f734c3e</u></p>

<p> </p>

<p>Please let me know if you have any questions.</p>

<p> </p>

<p>Thank you,</p>

<p>Anna</p>","","Anna White","LibAnswers System","Choose Database","","","","","7517298"
"o35607761","2021-06-07","12:39","Academic sources on mass influence and social media","","<p>Hi Zachary,</p>

<p>I searched our catalog for resources you can use.  They can be found here: https://ncat.on.worldcat.org/search?sortKey=LIBRARY&amp;databaseList=1708%2C2570%2C638&amp;queryString=mass+influence+and+social+media&amp;changedFacet=content&amp;overrideStickyFacetDefault=&amp;selectSortKey=LIBRARY&amp;overrideGroupVariant=&amp;overrideGroupVariantValue=&amp;scope=sz%3A31512&amp;format=all&amp;content=fullText&amp;content=peerReviewed&amp;year=all&amp;yearFrom=&amp;yearTo=&amp;author=all&amp;database=all&amp;language=all</p>

<p> </p>

<p>Please let me know if I can provide any further assistance.</p>

<p> </p>

<p>Thank you,</p>

<p>Anna</p>","","Anna White","LibAnswers System","Find Article","","","","","7517311"
"o35610282","2021-06-07","14:44","I need help add audio to my power point presentation","","Log on to any computer, and we will be over to help you.","","Carlos Grooms","In Person","","","Computer Sound","","",""
"o35612428","2021-06-07","16:36","I need to get Microsoft Office on my computer.","","CTS can assist you with MS Office installation.","","Carlos Grooms","In Person","","","Refer to CTS","","",""
"o35612452","2021-06-07","16:38","Can some one open the door","Some student's aggie one cards do not work.","Aggieone cards are needed to enter Bluford Library","","Carlos Grooms","Telephone","","","","Building Access","",""
"o35613168","2021-06-07","17:19","Do you have a copy machine?","Copy machine","Yes, on the lower level of the library.","","Carlos Grooms","In Person","","","","Office Supplies","",""
"o35613179","2021-06-07","17:19","Can you transfer me to CTS?","","Yes","","Carlos Grooms","Telephone","","","Refer to CTS","","",""
"o35616000","2021-06-08","08:31","","","","","E.F. Moore","Telephone","","","","Building Access","",""
"o35617390","2021-06-08","10:51","","","","","E.F. Moore","Telephone","","","","Building Access","",""
"o35620345","2021-06-08","13:40","Looking for an article that we don't have, and was directed to the UNCG library. I found the article there but could not sign in... my ncat.edu didn't","","Dr. Winfrey: Looking for an article that we don't have, and was directed to the UNCG library. I found the article there but could not sign in... my ncat.edu didn't work. Can you access the article for me?<br />
""Some are way left, like this guy, Gloria Ladson-Billings"": Resistance, conflict, and perspective taking in teachers' discussions of multicultural education, Mary McVee, Peace & Conflict v20 n4 (Nov 2014) 536<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Evelyn Blount: Dr. Winfrey, Please request the article through our Interlibrary Loan Service: the online form. Once the Interlibrary Loan Service is able to retrieve the article for you, a message will be sent to your email. If you would like to contact them directly, here is their email: circ@ncat.edu or you can call them at 336.285.4164.<br />
Is there anything else I can assist you with?<br />
Evelyn Blount: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Evelyn Blount","LibChat","Find Article","","","","",""
"o35622642","2021-06-08","15:30","journal article access","","<p>Good Afternoon Mary,</p>

<p>The full-text article: <a class=""record-title"" href=""https://ncat.on.worldcat.org/detailed-record/5816954733?databaseList=1708&amp;databaseList=2570&amp;databaseList=638"" title=""Do you see me? The complex experiences of women of color MSW students."">Do you see me? The complex experiences of women of color MSW students</a> is not available via Bluford Library. You can request the full-text article through the library's Interlibrary Loan Service:<a class=""external-link"" href=""https://forms.office.com/Pages/ResponsePage.aspx?id=dd1E2NekH0u9M7wLHHlsOHXrEf9BnLJFjKBcVpZ83N5URFI2RUxOTUlCRENRTlZCREVGWDdDNDU5Vy4u"" target=""_blank"" title=""Interlibrary Loan Login Form"" rel=""noreferrer noopener""> the online form</a>. Also, you can contact them via email: <a class=""email-link"" href=""mailto:circ@ncat.edu?subject=ADA%20Assistance%20for%20ILL/DD"" title="""">circ@ncat.edu</a> or call them at this number 336.285.4164. I hope this information is helpful.</p>

<p>Evelyn Blount/F.D.Bluford Library</p>

<p> </p>","","Evelyn Blount","LibAnswers System","Find Article","","","","","7529982"
"o35623745","2021-06-08","16:22","","To all that i looked up on NCAT website, hopefully to get directions on how to research North Carolina A&T graduation students in the years of 1898-1902 ?  He would have bee 18yrs old in 1898 according to my research .<br />
My name is William Jefferies, i am from Steelton, Pennsylvania.  I am doing research on my family and found that my grandmother's(Mattie Carter-Jefferies)  brother, Robert Weldon Carter,  might have gotten his Engineering degree at NCAT? Robert Weldon Carter died in the year 1953 in Steelton, Pennsylvania and was a retired Bethelem Steel Corporation Engineer, according to his obituary, and his sister Mattie Carter-Jefferies made sure he was returned to Siler City, North Carolina for burial. Our Carter family is from Bear Creek, Chatham County, North Carolina.  Robert Weldon Carter was buried in Gees Grove AME Zion Church Cemetery, 1953.  Also the Jefferies are from the Greensboro area that my grandmom Married a Tate Jefferies.","Good Afternoon William,<br />
I am forwarding your email to the Archives & Special Collections Department. I am sure they will be able to assist with your request.<br />
<br />
Evelyn Blount/F.D. Bluford Library","","Evelyn Blount","E-Mail","Archives/Yearbook","","","","",""
"o35628487","2021-06-09","10:53","Spam call","","","","Carlos Grooms","Telephone","","","","","Nuissance Call",""
"o35631519","2021-06-09","13:50","Put book on hold and email first three chapters.","","","","Anna White","Telephone","Search Database","Scan Book/Chapter/Article","","Building Access","",""
"o35632516","2021-06-09","14:37","What time does the library close tonight?","","","","Anna White","Telephone","","","","Hours of Operation","",""
"o35633006","2021-06-09","15:05","Asked for book held at RIES desk","","","","Anna White","In Person","","Borrow Book","","","",""
"o35633018","2021-06-09","15:06","Is IT still located down stairs?","","","","Anna White","In Person","","","Refer to CTS","","",""
"o35635307","2021-06-09","17:28","What time do you open tomorrow?","","","","Anna White","In Person","","","","Hours of Operation","",""
"o35637488","2021-06-10","08:56","","","","","E.F. Moore","In Person","","","","Office Supplies","",""
"o35637491","2021-06-10","08:57","","","","","E.F. Moore","Telephone","","","","","Hang up / No answer",""
"o35638094","2021-06-10","10:04","","","","","E.F. Moore","Telephone","","","","","Nuissance Call",""
"o35639689","2021-06-10","11:55","","","","","E.F. Moore","Telephone","","","","","Call for Specific Librarian",""
"o35639692","2021-06-10","11:55","","","","","E.F. Moore","Telephone","","","Printers","","",""
"o35639737","2021-06-10","11:58","","","","","E.F. Moore","Telephone","","","","Hours of Operation","",""
"o35640204","2021-06-10","12:30","Did Robert Weldon Carter attend A&amp;T between 1898-1902? Earn a degree in engineering? Geneaology Question.","","Researcher was directed to campus bulletins and archives and special collections LibGuide. Also was informed that no clear record of R. W. Carter attended A&T during that time period. Geneaology.","","James Stewart","E-Mail","Archives/Yearbook","","","","",""
"o35644308","2021-06-10","16:43","I need a few chapters from a textbook","","I will contact you with Access Services","","Carlos Grooms","Telephone","","Reserves Book","","","",""
"o35644336","2021-06-10","16:44","Did someone call me from this number","Spam issue with Bluford Library phone","No, this is a academic library","","Carlos Grooms","Telephone","","","","","Nuissance Call",""
"o35644345","2021-06-10","16:45","Do you have a pen I can barrow?","","Yes,","","Carlos Grooms","In Person","","","","Office Supplies","",""
"o35650759","2021-06-11","14:19","is The History and Growth of Career and Technical Education in America 4th Ed","","<p>Good Afternoon Paula,</p>

<p>The library only has the 3rd edition of <a class=""record-title"" href=""https://ncat.on.worldcat.org/detailed-record/165067970?databaseList=1708&amp;databaseList=2570&amp;databaseList=638"" title=""The history and growth of career and technical education in America"">The history and growth of career and technical education in America</a>. In order to obtain the 4th edition, you will need to request an Interlibrary Loan via <a class=""external-link"" href=""https://forms.office.com/Pages/ResponsePage.aspx?id=dd1E2NekH0u9M7wLHHlsOHXrEf9BnLJFjKBcVpZ83N5URFI2RUxOTUlCRENRTlZCREVGWDdDNDU5Vy4u"" target=""_blank"" title=""Interlibrary Loan Login Form"" rel=""noreferrer noopener"">the online form.</a>  Once you request the book through our Interlibrary Loan Service, the Access Services Department will be in touch with you once they receive the book. Also, you can contact the Access Services Department via this email:<a class=""email-link"" href=""mailto:circ@ncat.edu?subject=ADA%20Assistance%20for%20ILL/DD"" title="""">circ@ncat.edu</a> or you can call them at this number 336.285.4164. I hope this information is helpful.</p>

<p>Evelyn Blount/F.D.Bluford Library</p>

<p> </p>

<p> </p>

<p> </p>","","Evelyn Blount","LibAnswers System","","ILL","","","","7548707"
"o35650821","2021-06-11","14:23","Textbook advailability","","<p>Question has already been answered.</p>

<p>Evelyn Blount/F.D. Bluford Library</p><p>[Status changed to <em>Closed</em>.]</p>","","Evelyn Blount","LibAnswers System","","ILL","","","","7548699"
"o35651280","2021-06-11","14:55","Do you have a stapler?","","Yes","","Carlos Grooms","In Person","","","","Office Supplies","",""
"o35657696","2021-06-13","13:10","No onecard needs access to building","","","","Anna White","Telephone","","","","Building Access","",""
"o35657698","2021-06-13","15:15","Access to building","","","","Anna White","Telephone","","","","Building Access","",""
"o35659445","2021-06-14","09:39","","","","","E.F. Moore","Telephone","","","","Building Access","",""
"o35659449","2021-06-14","09:39","","","","","E.F. Moore","Telephone","","","","Computer Use Policy","",""
"o35659791","2021-06-14","10:00","","","","","E.F. Moore","Telephone","","","","","Call for Specific Librarian",""
